month,staff,type,card_type,amount,tip,total
june,AM Bar,Credit Card,Mastercard,101.76,20,121.76
june,Jess N,Credit Card,Visa,129.32,40,169.32
june,Ashley A,Credit Card,Mastercard,50.88,10,60.88
june,Ashley A,Credit Card,Visa,22.14,10,32.14
june,Ashley A,Credit Card,Amex,54.33,10,64.33
june,AM Bar,Credit Card,Visa,66.88,0,66.88
june,Ashley A,Cash,,50.88,0,50.88
june,Jess N,Credit Card,Visa,105.21,25,130.21
june,Ashley A,Credit Card,Visa,76.32,30,106.32
june,Jess N,Credit Card,Visa,113.34,0,113.34
june,Jess N,Credit Card,Visa,113.34,0,113.34
june,Jess N,Credit Card,Discover,113.33,0,113.33
june,Alexis F,Credit Card,Mastercard,273.96,20,293.96
june,AM Bar,Cash,,57.51,0,57.51
june,AM Bar,Cash,,3.45,0,3.45
june,Alexis F,Credit Card,Visa,100.46,20,120.46
june,Banquet Bar,Cash,,16.5,0,16.5
june,Banquet Bar,Cash,,5.5,0,5.5
june,Banquet Bar,Cash,,5.5,0,5.5
june,Banquet Bar,Cash,,5.5,0,5.5
june,Banquet Bar,Cash,,5.5,0,5.5
june,KJ V,Credit Card,Mastercard,54.33,10.67,65
june,Ashley A,Credit Card,Visa,166.42,30,196.42
june,Banquet Bar,Cash,,5.5,0,5.5
june,Alexis F,Credit Card,Visa,66.33,12,78.33
june,Ashley A,Credit Card,Visa,50.88,10,60.88
june,Banquet Bar,Cash,,5.5,0,5.5
june,Ashley A,Credit Card,Visa,50.88,9,59.88
june,Ashley A,Credit Card,Visa,43.22,10,53.22
june,KJ V,Credit Card,Amex,250.11,0,250.11
june,Alexis F,Credit Card,Visa,173.88,0,173.88
june,Alexis F,Credit Card,Mastercard,80.32,16,96.32
june,AM Bar,Credit Card,Visa,50.88,0,50.88
june,AM Bar,Credit Card,Visa,66.88,25,91.88
june,AM Bar,Credit Card,Visa,25.5,10,35.5
june,Banquet Bar,Cash,,5.5,0,5.5
june,AM Bar,Credit Card,Visa,37.92,8,45.92
june,AM Bar,Credit Card,Visa,37.92,7,44.92
june,AM Bar,Credit Card,Visa,37.92,7,44.92
june,Banquet Bar,Cash,,11,0,11
june,KJ V,Credit Card,Visa,88.32,0,88.32
june,AM Bar,Credit Card,Visa,64.66,13,77.66
june,Ashley A,Credit Card,Visa,74.88,16,90.88
june,AM Bar,Credit Card,Visa,54.06,15,69.06
june,AM Bar,Credit Card,Visa,68.11,0,68.11
june,Banquet Bar,Cash,,10,0,10
june,AM Bar,Credit Card,Mastercard,37.44,0,37.44
june,AM Bar,Credit Card,Visa,87.84,20,107.84
june,Banquet Bar,Cash,,17.5,0,17.5
june,Banquet Bar,Cash,,5.5,0,5.5
june,Banquet Bar,Cash,,5.5,0,5.5
june,Alexis F,Credit Card,Visa,309.96,0,309.96
june,Alexis F,Credit Card,Visa,220.46,0,220.46
june,Jess N,Credit Card,Visa,40.16,8,48.16
june,Jess N,Credit Card,Visa,40.16,10.16,50.32
june,Jess N,Credit Card,Mastercard,40.16,9,49.16
june,Jess N,Credit Card,Visa,40.16,8,48.16
june,AM Bar,Credit Card,Mastercard,86.13,13.87,100
june,KJ V,Credit Card,Visa,53.88,11,64.88
june,KJ V,Credit Card,Visa,53.88,11,64.88
june,KJ V,Credit Card,Visa,53.88,11,64.88
june,KJ V,Credit Card,Visa,53.88,11,64.88
june,Alexis F,Credit Card,Mastercard,127.2,0,127.2
june,AM Bar,Credit Card,Amex,92.32,25,117.32
june,Jess N,Credit Card,Visa,64.88,12,76.88
june,AM Bar,Credit Card,Amex,25.44,5,30.44
june,Jess N,Credit Card,Mastercard,50.88,0,50.88
june,Banquet Bar,Cash,,17.5,0,17.5
june,AM Bar,Credit Card,Visa,50.88,20,70.88
june,AM Bar,Credit Card,Visa,16,4,20
june,AM Bar,Gift Card,,9.72,0,9.72
june,KJ V,Cash,,80,0,80
june,KJ V,Credit Card,Visa,127.52,0,127.52
june,AM Bar,Credit Card,Mastercard,58.88,1.12,60
june,AM Bar,Gift Card,,41.16,0,41.16
june,Jess N,Credit Card,Visa,147.48,35,182.48
june,Take Out,Credit Card,Amex,100,0,100
june,Alexis F,Credit Card,Visa,109.76,22.24,132
june,Take Out,Credit Card,Mastercard,100,0,100
june,AM Bar,Credit Card,Visa,50.88,10,60.88
june,AM Bar,Credit Card,Mastercard,51.5,10,61.5
june,Jess N,Cash,,59.16,0,59.16
june,Banquet Bar,Cash,,11.5,0,11.5
june,Jess N,Credit Card,Visa,101.76,25,126.76
june,Take Out,Credit Card,Mastercard,97.52,0,97.52
june,Banquet Bar,Cash,,17.5,0,17.5
june,Banquet Bar,Credit Card,Mastercard,11.5,0,11.5
june,Alexis F,Credit Card,Mastercard,79.5,0,79.5
june,Alexis F,Credit Card,Visa,60.95,0,60.95
june,Alexis F,Credit Card,Visa,60.95,0,60.95
june,Alec M,Credit Card,Visa,45.5,8,53.5
june,KJ V,Credit Card,Visa,577.51,125,702.51
june,AM Bar,Credit Card,Visa,29.48,7,36.48
june,Alec M,Credit Card,Visa,1214.4,0,1214.4
june,KJ V,Credit Card,Mastercard,60.34,12,72.34
june,AM Bar,Credit Card,Amex,59.47,12,71.47
june,AM Bar,Credit Card,Visa,35.12,7,42.12
june,AM Bar,Credit Card,Mastercard,83.12,0,83.12
june,AM Bar,Credit Card,Mastercard,41.9,8.1,50
june,Alexis F,Gift Card,,61.48,0,61.48
june,AM Bar,Credit Card,Visa,75.53,15,90.53
june,AM Bar,Credit Card,Visa,75.53,15,90.53
june,AM Bar,Credit Card,Mastercard,75.7,0,75.7
june,PM Bar,Credit Card,Mastercard,26.96,7,33.96
june,PM Bar,Credit Card,Visa,26.96,7,33.96
june,KJ V,Credit Card,Discover,57.68,12,69.68
june,Banquet Bar,Cash,,16.5,0,16.5
june,Banquet Bar,Cash,,10,0,10
june,PM Bar,Credit Card,Visa,9.5,0,9.5
june,Alexis F,Credit Card,Visa,69.96,20,89.96
june,AM Bar,Credit Card,Mastercard,74.8,14,88.8
june,AM Bar,Credit Card,Visa,29.34,6,35.34
june,AM Bar,Credit Card,Visa,50.23,10,60.23
june,PM Bar,Credit Card,Visa,80.55,16,96.55
june,PM Bar,Cash,,20,0,20
june,KJ V,Credit Card,Amex,75.94,15.06,91
june,PM Bar,Cash,,17.8,0,17.8
june,Heather C,Credit Card,Mastercard,37.1,8,45.1
june,Taryn R,Cash,,9,0,9
june,Take Out,Credit Card,Amex,89.04,0,89.04
june,PM Bar,Credit Card,Mastercard,21.34,5,26.34
june,Ashley A,Cash,,660,0,660
june,Ashley A,Credit Card,Visa,466.78,200,666.78
june,Mackenzie W,Credit Card,Visa,67.74,15,82.74
june,PM Bar,Credit Card,Visa,120.16,30,150.16
june,Take Out,Credit Card,Visa,85.86,0,85.86
june,Take Out,Credit Card,Mastercard,30.74,0,30.74
june,Take Out,Credit Card,Visa,50,0,50
june,PM Bar,Credit Card,Visa,17.75,7.25,25
june,PM Bar,Credit Card,Visa,59.55,13,72.55
june,Take Out,Credit Card,Visa,19.08,0,19.08
june,Monica G,Credit Card,Visa,246.14,50,296.14
june,Taryn R,Gift Card,,87.38,0,87.38
june,Monica G,Credit Card,Visa,110.4,22,132.4
june,Taryn R,Cash,,9,0,9
june,Taryn R,Cash,,9,0,9
june,Take Out,Cash,,21.2,0,21.2
june,Taryn R,Credit Card,Visa,98.91,20,118.91
june,Mackenzie W,Credit Card,Discover,119.14,23,142.14
june,Taryn R,Gift Card,,15.47,0,15.47
june,Monica G,Credit Card,Visa,101.42,26,127.42
june,Taryn R,Credit Card,Visa,62.26,15,77.26
june,Heather C,Credit Card,Mastercard,91.69,18,109.69
june,PM Bar,Cash,,0,0,0
june,KJ V,Credit Card,Visa,68.45,0,68.45
june,Monica G,Credit Card,Visa,62.54,10,72.54
june,Mackenzie W,Cash,,55.65,0,55.65
june,Mackenzie W,Cash,,80.63,0,80.63
june,PM Bar,Credit Card,Visa,19.08,5,24.08
june,KJ V,Credit Card,Visa,41.8,9,50.8
june,Taryn R,Credit Card,Amex,56.76,10,66.76
june,Heather C,Credit Card,Mastercard,377.84,0,377.84
june,Take Out,Credit Card,Visa,56.18,10,66.18
june,KJ V,Credit Card,Mastercard,79.9,20,99.9
june,KJ V,Credit Card,Discover,71.03,15,86.03
june,Heather C,Cash,,37.1,0,37.1
june,Jess N,Credit Card,Visa,562.76,20,582.76
june,Jess N,Credit Card,Visa,562.76,0,562.76
june,Mackenzie W,Credit Card,Visa,100.6,21.4,122
june,Take Out,Cash,,31.8,0,31.8
june,PM Bar,Cash,,134.06,0,134.06
june,Taryn R,Credit Card,Visa,88.06,0,88.06
june,Heather C,Credit Card,Visa,128.87,30,158.87
june,Take Out,Credit Card,Visa,46.64,0,46.64
june,Mackenzie W,Credit Card,Visa,83.14,20,103.14
june,PM Bar,Credit Card,Visa,155.62,31,186.62
june,Mackenzie W,Credit Card,Amex,60.46,10,70.46
june,KJ V,Credit Card,Amex,153.38,32,185.38
june,Taryn R,Credit Card,Mastercard,72.4,11,83.4
june,Taryn R,Credit Card,Mastercard,182.97,36,218.97
june,Monica G,Cash,,112.36,0,112.36
june,Monica G,Credit Card,Visa,37.1,8,45.1
june,Monica G,Credit Card,Mastercard,29.68,6,35.68
june,Monica G,Credit Card,Visa,26.5,6,32.5
june,Monica G,Credit Card,Discover,21.2,6,27.2
june,Monica G,Credit Card,Visa,32.86,7,39.86
june,Monica G,Cash,,32.86,0,32.86
june,Monica G,Cash,,30.74,0,30.74
june,Heather C,Cash,,100.49,0,100.49
june,Mackenzie W,Credit Card,Mastercard,179.14,36,215.14
june,Monica G,Cash,,66.68,0,66.68
june,Taryn R,Credit Card,Visa,165.66,35,200.66
june,Heather C,Credit Card,Visa,88.14,18,106.14
june,Ashley A,Credit Card,Amex,138.94,30,168.94
june,Taryn R,Cash,,43.46,0,43.46
june,Taryn R,Credit Card,Visa,81.83,15,96.83
june,Take Out,Credit Card,Visa,15.9,0,15.9
june,Ashley A,Credit Card,Visa,138.88,27,165.88
june,Ashley A,Credit Card,Visa,75.88,0,75.88
june,Take Out,Cash,,13.25,0,13.25
june,KJ V,Credit Card,Visa,65.92,0,65.92
june,Take Out,Credit Card,Visa,101.76,0,101.76
june,Taryn R,Credit Card,Amex,85.53,5,90.53
june,KJ V,Credit Card,Mastercard,82.93,20,102.93
june,KJ V,Credit Card,Amex,82.93,25,107.93
june,PM Bar,Cash,,115.18,0,115.18
june,Taryn R,Credit Card,Visa,30.74,6,36.74
june,PM Bar,Credit Card,Visa,63.6,15,78.6
june,PM Bar,Credit Card,Visa,51.8,20,71.8
june,Take Out,Cash,,4.77,0,4.77
june,KJ V,Cash,,7.95,0,7.95
june,PM Bar,Credit Card,Visa,31,6,37
june,Take Out,Cash,,31.8,0,31.8
june,Mackenzie W,Credit Card,Visa,4.77,0,4.77
june,Taryn R,Cash,,78,0,78
june,PM Bar,Cash,,11,0,11
june,Taryn R,Credit Card,Visa,90.74,20,110.74
june,Monica G,Cash,,32.86,0,32.86
june,Taryn R,Cash,,13.89,0,13.89
june,Take Out,Credit Card,Mastercard,75,0,75
june,KJ V,Gift Card,,18.3,0,18.3
june,KJ V,Gift Card,,16.68,0,16.68
june,Take Out,Credit Card,Mastercard,16.96,0,16.96
june,AM Bar,Credit Card,Mastercard,59.37,15,74.37
june,Take Out,Credit Card,Visa,63.6,0,63.6
june,Alexis F,Credit Card,Visa,138.76,40,178.76
june,AM Bar,Cash,,121.6,0,121.6
june,Clay  R,Credit Card,Visa,60.48,12,72.48
june,AM Bar,Credit Card,Visa,65.62,16,81.62
june,KJ V,Credit Card,Visa,146.65,33,179.65
june,Take Out,Credit Card,Visa,19.08,0,19.08
june,AM Bar,Credit Card,Mastercard,66.2,11.92,78.12
june,Alexis F,Credit Card,Amex,74.36,15,89.36
june,KJ V,Cash,,48.55,0,48.55
june,Take Out,Credit Card,Amex,100,0,100
june,KJ V,Credit Card,Visa,47.92,10,57.92
june,KJ V,Credit Card,Mastercard,47.7,15,62.7
june,Alexis F,Cash,,114.48,0,114.48
june,AM Bar,Credit Card,Visa,20.3,0,20.3
june,KJ V,Cash,,34.98,0,34.98
june,AM Bar,Credit Card,Visa,72.58,0,72.58
june,Alexis F,Cash,,15.8,0,15.8
june,Alexis F,Cash,,17.92,0,17.92
june,Alexis F,Cash,,24.9,0,24.9
june,Alexis F,Credit Card,Mastercard,32.26,7,39.26
june,Alexis F,Cash,,31.96,0,31.96
june,Clay  R,Credit Card,Visa,76.84,0,76.84
june,Alexis F,Credit Card,Amex,60.69,0,60.69
june,KJ V,Cash,,39.33,0,39.33
june,KJ V,Credit Card,Amex,76.41,20,96.41
june,AM Bar,Cash,,0,0,0
june,AM Bar,Credit Card,Visa,92.81,20,112.81
june,AM Bar,Credit Card,Amex,52.8,10,62.8
june,AM Bar,Gift Card,,56.23,0,56.23
june,AM Bar,Credit Card,Mastercard,39.98,0,39.98
june,AM Bar,Credit Card,Visa,37.32,0,37.32
june,Alexis F,Credit Card,Visa,64.7,15,79.7
june,Alexis F,Credit Card,Mastercard,36.04,8,44.04
june,AM Bar,Credit Card,Visa,66.8,15,81.8
june,AM Bar,Cash,,0,0,0
june,AM Bar,Credit Card,Visa,55.88,12,67.88
june,AM Bar,Cash,,66.6,0,66.6
june,Take Out,Credit Card,Visa,100,0,100
june,Alexis F,Credit Card,Visa,61.4,0,61.4
june,Take Out,Credit Card,Mastercard,199.8,0,199.8
june,Alexis F,Credit Card,Visa,41.44,7,48.44
june,AM Bar,Credit Card,Visa,44.9,0,44.9
june,Alexis F,Cash,,52.38,0,52.38
june,Nick  D,Cash,,39.2,0,39.2
june,Nick  D,Credit Card,Visa,48.27,10,58.27
june,Alexis F,Credit Card,Visa,39.73,8,47.73
june,Take Out,Credit Card,Mastercard,109.18,0,109.18
june,AM Bar,Credit Card,Visa,107.76,22,129.76
june,Taryn R,Credit Card,Amex,81.84,20,101.84
june,AM Bar,Credit Card,Visa,49.29,15,64.29
june,Take Out,Credit Card,Visa,466.2,0,466.2
june,Nick  D,Credit Card,Amex,47.17,10,57.17
june,AM Bar,Credit Card,Mastercard,23.48,0,23.48
june,AM Bar,Cash,,5,0,5
june,Monica G,Credit Card,Visa,43.46,0,43.46
june,Nick  D,Credit Card,Visa,49.94,20,69.94
june,AM Bar,Cash,,108.89,0,108.89
june,Alexis F,Credit Card,Visa,71,14,85
june,Alexis F,Credit Card,Mastercard,59.03,15,74.03
june,AM Bar,Credit Card,Mastercard,15.95,0,15.95
june,Alexis F,Cash,,57.24,0,57.24
june,AM Bar,Credit Card,Visa,58.9,0,58.9
june,AM Bar,Credit Card,Mastercard,32,20,52
june,AM Bar,Cash,,40.44,0,40.44
june,Nick  D,Cash,,64.13,0,64.13
june,AM Bar,Credit Card,Visa,34.98,0,34.98
june,AM Bar,Credit Card,Visa,61.52,0.05,61.57
june,Nick  D,Credit Card,Visa,37.3,6.7,44
june,Take Out,Credit Card,Amex,23.32,3.5,26.82
june,Taryn R,Credit Card,Visa,71.72,14,85.72
june,Alexis F,Credit Card,Mastercard,41.82,0,41.82
june,Nick  D,Gift Card,,73.18,0,73.18
june,Taryn R,Credit Card,Visa,21.48,5,26.48
june,Taryn R,Credit Card,Visa,17.49,3.25,20.74
june,Take Out,Credit Card,Visa,47.7,3,50.7
june,Taryn R,Cash,,16.95,0,16.95
june,Taryn R,Cash,,16.95,0,16.95
june,Taryn R,Cash,,9.54,0,9.54
june,Alec M,Credit Card,Visa,43.46,0,43.46
june,AM Bar,Credit Card,Visa,68.47,10,78.47
june,Taryn R,Gift Card,,7.88,0,7.88
june,Taryn R,Credit Card,Visa,23.92,6,29.92
june,AM Bar,Credit Card,Mastercard,94.64,20,114.64
june,Monica G,Credit Card,Mastercard,59.26,15,74.26
june,Taryn R,Credit Card,Visa,67.84,12,79.84
june,Heather C,Credit Card,Visa,65.3,15,80.3
june,Monica G,Credit Card,Visa,169.76,34,203.76
june,Alexis F,Gift Card,,8.2,0,8.2
june,Alexis F,Cash,,33.14,0,33.14
june,Taryn R,Credit Card,Visa,120.27,30,150.27
june,Alexis F,Credit Card,Visa,21.63,0,21.63
june,Alexis F,Credit Card,Visa,21.63,0,21.63
june,Alexis F,Credit Card,Visa,21.64,0,21.64
june,Alexis F,Credit Card,Visa,21.64,0,21.64
june,Alexis F,Credit Card,Mastercard,150.21,30,180.21
june,AM Bar,Cash,,57.04,0,57.04
june,Heather C,Credit Card,Visa,289.93,0,289.93
june,Taryn R,Cash,,75.66,0,75.66
june,Heather C,Credit Card,Visa,74.18,15,89.18
june,Monica G,Credit Card,Visa,38.95,12,50.95
june,AM Bar,Credit Card,Visa,91.66,20,111.66
june,AM Bar,Credit Card,Discover,91.66,20,111.66
june,Alec M,Credit Card,Visa,186.25,36,222.25
june,Monica G,Cash,,169.67,0,169.67
june,Heather C,Cash,,147.38,0,147.38
june,AM Bar,Credit Card,Mastercard,94.72,20,114.72
june,Monica G,Credit Card,Mastercard,134.62,30,164.62
june,AM Bar,Credit Card,Mastercard,38.26,10,48.26
june,Alec M,Credit Card,Visa,120.56,25,145.56
june,Alexis F,Cash,,46.54,0,46.54
june,Take Out,Credit Card,Mastercard,30.74,0,30.74
june,Alec M,Credit Card,Visa,55.32,11,66.32
june,Alec M,Credit Card,Visa,55.61,15,70.61
june,Alec M,Cash,,40.44,0,40.44
june,Alec M,Cash,,34.44,0,34.44
june,Alec M,Cash,,35.5,0,35.5
june,Alexis F,Gift Card,,41.34,0,41.34
june,Alec M,Cash,,39.73,0,39.73
june,Alec M,Cash,,29.9,0,29.9
june,Alec M,Cash,,36.96,0,36.96
june,Alexis F,Credit Card,Mastercard,54.28,12,66.28
june,Alexis F,Credit Card,Amex,80.03,15,95.03
june,Alexis F,Credit Card,Visa,105.54,25,130.54
june,Alec M,Cash,,7.42,0,7.42
june,Alexis F,Cash,,94.74,0,94.74
june,AM Bar,Cash,,47.34,0,47.34
june,AM Bar,Credit Card,Mastercard,18,4,22
june,AM Bar,Credit Card,Visa,62.83,13,75.83
june,AM Bar,Credit Card,Mastercard,8,4,12
june,AM Bar,Credit Card,Mastercard,67.1,0,67.1
june,Monica G,Cash,,11.13,0,11.13
june,Alec M,Credit Card,Mastercard,56.64,0,56.64
june,Alec M,Credit Card,Mastercard,25.44,5,30.44
june,AM Bar,Credit Card,Visa,105.16,20,125.16
june,AM Bar,Gift Card,,50,0,50
june,AM Bar,Cash,,1.98,0,1.98
june,Alexis F,Credit Card,Visa,177.96,37.04,215
june,AM Bar,Credit Card,Visa,17,3,20
june,Taryn R,Cash,,4.24,0,4.24
june,AM Bar,Cash,,33,0,33
june,AM Bar,Cash,,0,0,0
june,AM Bar,Cash,,0,0,0
june,Take Out,Cash,,100,0,100
june,Take Out,Credit Card,Amex,216.24,0,216.24
june,Andrew S,Credit Card,Visa,47.7,10,57.7
june,AM Bar,Cash,,28.62,0,28.62
june,Take Out,Credit Card,Visa,29.68,0,29.68
june,Keira Heinzmann,Custom Tender,,203.52,0,203.52
june,Jean P,Credit Card,Visa,55.02,11,66.02
june,AM Bar,Credit Card,Visa,21.2,5,26.2
june,Take Out,Credit Card,Visa,11.13,0,11.13
june,Jean P,Credit Card,Visa,51.94,10,61.94
june,AM Bar,Credit Card,Visa,57.51,12,69.51
june,KJ V,Credit Card,Mastercard,46.75,10.25,57
june,AM Bar,Credit Card,Amex,94.18,25,119.18
june,Jean P,Credit Card,Visa,77.76,40,117.76
june,AM Bar,Cash,,37,0,37
june,AM Bar,Credit Card,Amex,29.9,10,39.9
june,Take Out,Credit Card,Visa,103.88,5,108.88
june,Andrew S,Credit Card,Visa,53,10,63
june,Take Out,Credit Card,Amex,38.16,0,38.16
june,AM Bar,Cash,,45.8,0,45.8
june,KJ V,Credit Card,Visa,63.34,15,78.34
june,KJ V,Credit Card,Amex,153.28,30,183.28
june,AM Bar,Credit Card,Mastercard,15.9,8,23.9
june,Jean P,Credit Card,Visa,32.86,10,42.86
june,Jean P,Gift Card,,8.67,0,8.67
june,Jean P,Credit Card,Visa,0.1,0,0.1
june,Jean P,Cash,,37.77,0,37.77
june,Jean P,Credit Card,Visa,46.64,10,56.64
june,AM Bar,Gift Card,,37.1,0,37.1
june,Take Out,Credit Card,Visa,59.36,0,59.36
june,AM Bar,Credit Card,Visa,45.16,10,55.16
june,AM Bar,Credit Card,Visa,20,0,20
june,Andrew S,Credit Card,Visa,58.78,11,69.78
june,AM Bar,Credit Card,Mastercard,37.66,11,48.66
june,AM Bar,Credit Card,Mastercard,48.38,15,63.38
june,Andrew S,Credit Card,Visa,200.39,40,240.39
june,Andrew S,Credit Card,Mastercard,43.36,9,52.36
june,AM Bar,Credit Card,Discover,52.45,12,64.45
june,Jean P,Cash,,88.5,0,88.5
june,AM Bar,Credit Card,Visa,57.03,0,57.03
june,AM Bar,Credit Card,Visa,57.24,11.76,69
june,AM Bar,Credit Card,Visa,24,6,30
june,AM Bar,Cash,,10,0,10
june,Take Out,Credit Card,Mastercard,118.72,10,128.72
june,Jean P,Credit Card,Visa,79.5,15,94.5
june,AM Bar,Gift Card,,9.93,0,9.93
june,AM Bar,Cash,,8.79,0,8.79
june,Andrew S,Credit Card,Mastercard,92.94,0,92.94
june,Take Out,Credit Card,Visa,5.3,0,5.3
june,Take Out,Credit Card,Visa,200,0,200
june,AM Bar,Cash,,54.08,0,54.08
june,Take Out,Credit Card,Discover,4.77,0,4.77
june,Take Out,Credit Card,Visa,50,0,50
june,Andrew S,Credit Card,Visa,57.03,13,70.03
june,AM Bar,Credit Card,Visa,13.48,0,13.48
june,AM Bar,Credit Card,Mastercard,21.78,0,21.78
june,AM Bar,Credit Card,Mastercard,48.25,15,63.25
june,Jean P,Gift Card,,36.42,0,36.42
june,Jean P,Credit Card,Amex,15.07,0,15.07
june,Take Out,Credit Card,Mastercard,25.44,0,25.44
june,AM Bar,Credit Card,Visa,46.84,0,46.84
june,AM Bar,Credit Card,Visa,24.48,5,29.48
june,AM Bar,Credit Card,Visa,31.37,9,40.37
june,Lisa W,Credit Card,Discover,53.39,7,60.39
june,Take Out,Credit Card,Visa,47.7,0,47.7
june,AM Bar,Cash,,8,0,8
june,Take Out,Credit Card,Visa,32.86,0,32.86
june,Jean P,Cash,,49.82,0,49.82
june,AM Bar,Cash,,16,0,16
june,AM Bar,Credit Card,Mastercard,46.98,10,56.98
june,Brianna  K,Credit Card,Discover,70.68,20,90.68
june,Lisa W,Cash,,8.48,0,8.48
june,AM Bar,Credit Card,Amex,14.42,5,19.42
june,Lisa W,Credit Card,Mastercard,17.48,4,21.48
june,AM Bar,Cash,,5.25,0,5.25
june,Take Out,Credit Card,Visa,53,5,58
june,AM Bar,Credit Card,Mastercard,39.82,12,51.82
june,Take Out,Cash,,100,0,100
june,Take Out,Credit Card,Mastercard,43.73,5,48.73
june,Take Out,Credit Card,Visa,42.4,0,42.4
june,Take Out,Credit Card,Visa,31.8,4,35.8
june,AM Bar,Credit Card,Visa,48.44,20,68.44
june,Jean P,Credit Card,Visa,196.63,40,236.63
june,AM Bar,Credit Card,Mastercard,14,4,18
june,AM Bar,Credit Card,Visa,15,5,20
june,AM Bar,Credit Card,Visa,26,0,26
june,Lisa W,Credit Card,Amex,11.03,3,14.03
june,Lisa W,Credit Card,Mastercard,36.57,8,44.57
june,Lisa W,Cash,,14.95,0,14.95
june,Lisa W,Cash,,24.95,0,24.95
june,Lisa W,Cash,,30.9,0,30.9
june,Andrew S,Credit Card,Visa,126.67,0,126.67
june,AM Bar,Credit Card,Visa,20,2,22
june,Andrew S,Credit Card,Visa,46.43,14,60.43
june,AM Bar,Credit Card,Mastercard,45.92,10,55.92
june,Take Out,Credit Card,Amex,103.88,7,110.88
june,Take Out,Credit Card,Visa,83.74,0,83.74
june,Brianna  K,Credit Card,Visa,83.97,20,103.97
june,Take Out,Credit Card,Mastercard,21.2,0,21.2
june,Andrew S,Credit Card,Visa,57.24,12,69.24
june,Brianna  K,Cash,,110.1,0,110.1
june,AM Bar,Custom Tender,,7.95,0,7.95
june,AM Bar,Credit Card,Visa,59,12,71
june,Taryn R,Gift Card,,50,0,50
june,Taryn R,Gift Card,,50,0,50
june,Taryn R,Cash,,14.9,0,14.9
june,Andrew S,Credit Card,Mastercard,72.08,14,86.08
june,AM Bar,Cash,,42.1,0,42.1
june,Take Out,Credit Card,Visa,29.68,2,31.68
june,Taryn R,Credit Card,Visa,79.24,16,95.24
june,Andrew S,Credit Card,Visa,90.1,0,90.1
june,Andrew S,Credit Card,Mastercard,67.18,20,87.18
june,Brianna  K,Credit Card,Visa,86.82,17,103.82
june,Alec M,Custom Tender,,252,0,252
june,Take Out,Credit Card,Mastercard,35.25,3,38.25
june,AM Bar,Credit Card,Visa,44.48,20,64.48
june,Lisa W,Credit Card,Visa,29.58,8,37.58
june,Jean P,Credit Card,Visa,24.38,5,29.38
june,Alec M,Credit Card,Visa,29.19,20,49.19
june,Take Out,Credit Card,Amex,45.58,0,45.58
june,Jean P,Cash,,147.76,0,147.76
june,Jean P,Credit Card,Mastercard,74.76,15,89.76
june,AM Bar,Credit Card,Visa,33.02,0,33.02
june,AM Bar,Credit Card,Amex,33.02,6.5,39.52
june,Taryn R,Credit Card,Visa,70.06,15.94,86
june,Jean P,Credit Card,Visa,98.71,20,118.71
june,Jean P,Credit Card,Visa,98.72,20,118.72
june,Jean P,Credit Card,Mastercard,48.76,0,48.76
june,AM Bar,Credit Card,Visa,39,10,49
june,Taryn R,Credit Card,Mastercard,77.06,15,92.06
june,Alec M,Credit Card,Visa,16.96,2.4,19.36
june,Take Out,Credit Card,Mastercard,21.2,0,21.2
june,Brianna  K,Credit Card,Visa,218.52,44,262.52
june,Alec M,Cash,,0,0,0
june,Alec M,Cash,,0,0,0
june,Alec M,Cash,,38.26,0,38.26
june,Alec M,Credit Card,Visa,44.62,10,54.62
june,Alec M,Cash,,17.23,0,17.23
june,Alec M,Cash,,18.98,0,18.98
june,Alec M,Cash,,42.8,0,42.8
june,Alec M,Credit Card,Visa,49.61,10,59.61
june,Alec M,Cash,,63.6,0,63.6
june,Lisa W,Credit Card,Mastercard,20.14,10,30.14
june,Lisa W,Credit Card,Visa,25.44,5,30.44
june,Lisa W,Credit Card,Visa,38.16,7,45.16
june,Lisa W,Credit Card,Visa,21.2,0,21.2
june,Lisa W,Cash,,15.9,0,15.9
june,Lisa W,Credit Card,Amex,34.32,7,41.32
june,Lisa W,Credit Card,Mastercard,19.08,6,25.08
june,Jean P,Gift Card,,75,0,75
june,Lisa W,Credit Card,Visa,33.92,10,43.92
june,Lisa W,Credit Card,Visa,19.08,4,23.08
june,Lisa W,Cash,,29.58,0,29.58
june,Take Out,Credit Card,Visa,47.7,5,52.7
june,Lisa W,Cash,,13.78,0,13.78
june,Lisa W,Cash,,8.48,0,8.48
june,Lisa W,Cash,,30.74,0,30.74
june,Jean P,Credit Card,Mastercard,67.06,30,97.06
june,Jean P,Credit Card,Amex,113.8,30,143.8
june,Jean P,Credit Card,Amex,113.8,30,143.8
june,AM Bar,Credit Card,Mastercard,92.36,0,92.36
